title,url,has_R,has_tidy,has_shiny,has_python,has_rstudio,has_fee
Uncertainty Quantification for Remote Sensing Data: Sensitivity to a Priori Conditions and Additional Inputs in Optimal Estimation Retrieval Algorithms,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330718,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nonstationarity in Spatiotemporal Fisheries Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330941,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Covariate-Adjusted Recurrent Processes on Network and an Application to Geyser Eruption Prediction,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329944,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bayesian Estimation of Toluene and Trichloroethylene Biodegradation Kinetic Parameters,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330214,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
An Application of Monothetic Clustering to Data with Circular Variables,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330397,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Evaluating the Impact of Using Residential Histories When Estimating Environmental Exposure Effects ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330485,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Variable Selection with Missing Data Imputation in the High-Dimensional Setting,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329844,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Geometric Sensitivity Measures for Nonparametric Bayesian Models in Density Estimation,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329828,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Using Modified Competitive Swarm Optimizer to Find D-Optimal Designs for Complicated Logistic Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329848,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Uncertainty in the Design Stage of Two-Stage Bayesian Propensity Score Analysis,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A Theoretical Framework for Bayesian Nonparametric Regression: Orthonormal Random Series and Rates of Contraction,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328564,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A Bayesian Semiparametric Joint Model for Longitudinal and Survival Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329794,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pseudo-Marginal Markov Chain Monte Carlo via Random Riemann Sums for Stochastically Scaled Gaussian Vectors,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330664,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A Bayesian Model Selection Approach to Multiple Comparisons,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328954,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Consistent Group Selection Using Bayesian High-Dimensional Modeling,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329223,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Melded Bayesian Inference for Stochastic Theoretical Models with Applications in Agent Based Modeling,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329470,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Generalized Species Sampling Priors for Whole-Brain fMRI Analysis,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329521,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bayesian Cumulative Probability Models for Continuous Response Variables,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329556,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bayesian Modular and Multiscale Regression,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329567,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bayesian State Space Modeling of Physical Processes in Industrial Hygiene,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327084,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Combining Predictive Mean Matching with the Penalized Spline of Propensity Prediction Method When Performing Multiple Imputation,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330738,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dose Finding Methods Using Two Endpoints in Early Clinical Studies,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330162,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bayesian Model Selection for Markov Chains Using Sparse Probability Vectors,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A Combinatoric Search for Clustered Levels in Categorical Predictors via Bayesian Model Selection,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330386,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Uncertainty in Probabilistic Weighted Multidimensional Scaling,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330510,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Theory Informs Practice: Smoothing Parameters Selection for Smoothing Spline ANOVA Models in Large Samples,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MM Algorithms for Variance Components Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328341,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BRISC: Bootstrap for Rapid Inference on Spatial Covariances,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329232,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Calendar-Based Graphics for Visualizing People's Daily Schedules,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328607,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Edward: a Library for Probabilistic Machine Learning and Statistics,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328857,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Liftr: An R Package for Persistent Reproducible Research,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329348,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Joint Testing in High-Dimensional Instrumental Variables Regression with an Application to Genomics Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
 Multiply Robust Estimation of Causal Quantile Treatment Effects,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327230,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sensitivity Analysis for Unmeasured Confounding in Meta-Analyzes,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=326968,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A Unified Approach to the Statistical Evaluation of Differential Vaccine Efficacy,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327093,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Generalized Causal Mediation and Path Analysis Using the R Gmediation Package,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330231,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nonparametric Mediation Analysis for Investigating the ROle of Microbiome Health,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Asymmetric Behavior of Current Account Sustainability,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327048,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Do the Federal Reserve's Greenbook Forecasts Have Additional Qualitative Information Over the Survey of Professional Forecasters' Forecasts: Multicategorical Variables Approach,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329649,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Wisdom of Committees,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328338,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
THE SIGNIFICANCE of FOREIGN DIRECT INVESTMENT INFLOW on ECONOMIC GROWTH in the KINGDOM SAUDI ARABIA,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330557,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Moral Hazard Effects of Bank Resolution Policies: Inferences from a Bayesian Nonparametric Study,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330645,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Income Inequality Grew Faster from 1970-2016 Than Reflected by the Standard Measures,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Misclassification in Binary Choice Models with Sample Selection,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330285,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Modern Maximum Likelihood Theory for High-Dimensional Logistic Regression,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328868,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bootstrapping Maxima of High-Dimensional Random Vectors with Variance Decay,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329430,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Supervised Clustering via an Implicit Network for High-Dimensional Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Asymptotic Independent U-Statistics in High-Dimensional Adaptive Testing ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329518,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Improved Shrinkage Prediction Under a Spiked Covariance Structure,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330926,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A Concentration Inequality for Large Autocovariance Matrices ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sparse Single Index Models for Multivariate Responses,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gradient-Based Approach to Sufficient Dimension Reduction for Functional and Longitudinal Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327098,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Spatial Clustering Using Spatio-Temporal Network Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330258,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Generalized Additive Models for Spatial Data Distributed on Complicated Domains,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330182,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ultra-High-Dimensional Single-Index Models for Longitudinal Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328844,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Smoothing Spline ANOVA Models for Nonparametric Covariance Estimation for Longitudinal Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329837,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Spatially Varying Coefficient Autoregressive Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330809,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Beyond Probabilistic Risk Assessment: Deterrence, Dynamic Threat, and Countermeasure Allocation in Transportation Hubs",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=326997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Motif Based Robustness and Reliability Analysis of Networks,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Forecasting of Grape Powdery Mildew Disease Risk in Vineyards Using a Bayesian Learning Network Model,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327240,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Model-Based Clustering of Nonparametric Weighted Networks with Application to Water Pollution Analysis,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328677,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Infer the in Vivo Point of Departure with ToxCast in Vitro Assay Data Using a Robust Learning Approach,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328962,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Combining Breast Cancer Risk Prediction Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330263,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A Regression Model of Cumulative Incidence for Competing Risks Data with Time-Dependent Exposures,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328602,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Statistical Inference for Neuroimaging Genetics,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329006,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dependence Among Spectral-Based Measures Through Copulas: Theoretical Framework and Research on Change-Points,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Matrix Decomposition for Modeling Multiple Sclerosis Lesion Development Processes,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329337,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Signal Detection in Brain fMRI Using Global Bayes Factor for Rotation-Space Random Field,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329579,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hierarchical Mixture Modeling for Multiple Testing and Effect Size Estimation in Voxel-Level Inference of Neuroimaging Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329631,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Intensity Normalization of MRI Images Across Subjects for the Analysis of Large Scale Studies Applicable to Patients with GBM and MS,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330316,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Deep Feature Selection and Causal Inference for Alzheimer's Disease,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330547,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Leveraging Omics Biomarker in Early Clinical Trials - Concept, Utility and Impact on Decision Making",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Inference on Treatment Effect Modification by Marker Response in a Baseline Surrogate Measure Three-Phase Sampling Design,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329407,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Comparison of Methods to Generate Reference Limits,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329309,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
An Analysis of MIMIC Data for Potential Surrogate Markers for Vaccine Development,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329078,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Whole Slide Image as a Pan-Cancer Predictive Biomarker,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328332,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Statistics Used in Assay Validation,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327223,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Longitudinal Models for Kidney Function Decline,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A Weighted Dirichlet Process Mixture Modeling for Functional Clustering,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328819,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Posterior Convergence and Coverage Aspects of Gaussian Process Approximations,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329088,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Semiparametric Bayes Model for Multidimensional Instrumental Variables,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329611,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pseudo-Likelihood Based Consistent Approach for High-Dimensional Bayesian VAR Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330959,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bayesian Estimation Under Informative Sampling with Unattenuated Dependence,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328382,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bayesian Emulation and Calibration of an Individual-Based Model Simulation of Microbial Communities,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Posterior Service Time in an M/G/1 Queue with a Workload Barrier and Extreme Prior Service Times,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Topic Models for Medical Prescription Fraud and Abuse Detection,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329822,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Detection of Genetic Trends Related to Ecoclines,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330406,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dealing with Methodological Issues in the Functional Data Analysis of Actigraphy Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328553,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
On Nonparametric Quantile Regression,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328848,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mean-Parametrized Conway-Maxwell-Poisson Regression Models for Dispersed Counts,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330257,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Multilinear Low-Rank Vector Autoregressive Modeling via Tensor Decomposition,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329655,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coordinate-Independent Sparse Estimation in Semiparametric Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329928,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WPSVM for Spatial Point Processes Directed by Gaussian Random Fields,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330802,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Capturing Enhanced Information with Higher-Order Tensorian Statistics and Predicting Mortality from Accelerometry-Measured Physical Activity,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328776,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Semi-Orthogonal Matrix Factorization,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sufficient Dimension Reduction Using Deep Neural Networks,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329146,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Correlation Tensor Decomposition and Its Application in Spatial Imaging Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329619,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A Bayesian Approach to Analyzing Differential Gene Expression in Heterogeneous Tissue Samples,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329618,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Single-Cell RNA Sequencing: Dropout Imputation and Normalization with Spike-In Genes,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330427,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RNDClone: Tumor Subclone Reconstruction Based on Integrating RNA and DNA Sequence Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329220,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Single-Cell Gene Set Analysis with Applications in Tumor Heterogeneity ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330631,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Identifying Biomarkers in Heterogeneous Samples Without Known Reference Cell Type Profiles,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330794,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fast and Robust Deconvolution of Tumor Infiltrating Lymphocyte from Expression Profiles Using Least Trimmed Squares,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330863,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Estimating Tumor Fraction in Circulating Cell-Free DNA Using Shallow Whole Genome Sequencing,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330834,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ESTIMATING TREATMENT IMPORTANCE in MULTIDRUG-RESISTANT TUBERCULOSIS USING TARGETED LEARNING: AN OBSERVATIONAL INDIVIDUAL PATIENT DATA NETWORK META-ANALYSIS,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=326986,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Design and Analysis Considerations for Studies Involving Pooled Biomarker Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Improved Doubly Robust Estimation in Learning Individualized Treatment Rules,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328593,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Statistical Methods for Pooling Categorical Biomarkers from Multiple Studies,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329559,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Developing Biomarker Combinations in Multicenter Studies via Direct Maximization and Penalization,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329684,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Identifying Disease Progression Dynamics Using Electronic Medical Records,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bessel Functions and the Ordering of Changes in Biomarkers, with Application to the Hypothesized Biomarker Model in Preclinical Alzheimer Disease",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330360,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Improving Health Outcomes on the Last Mile of a Learning Healthcare System - the Importance of Leading with Statistics,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Is Randomization "". a Fetish of a Piece of Nonsense,.."" ? ",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329714,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Using an Apprenticeship Model to Train Future Teachers of Statistics,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Statistical Problem-Solving Cycles While Solving Simulation Tasks During Guided Interviews,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327075,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Difference Two Data Points Can Make,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327185,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Engaging Students with Technology,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327287,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Creating Custom Take Home Exams for Statistics Courses with R Markdown,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328943,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
" Tools, Resources and Skills for Statistics Distance Learning/Blended Learning",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329049,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Classroom Demonstration: Deep Learning for Classification and Prediction, Introduction to GPU Computing",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329790,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Does Sexual Orientation and Gender Identity (SOGI) Question-Wording Influence Responses?: Evidence from an Experimental Test in a Non-Traditional Sample,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330657,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
First Order Asymptotic Variance of a Leader Election Algorithm,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329553,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
